NODEID,PRLOAD0600,PRICE0600,DIFF0600,NodeID,ZoneID,XCoord,YCoord,Capacity,Cost
3719,723.5,-12.074005999999999,-8.777981,3719,3751,1201161.3529411764,107910.76470588236,390,0
3720,1771.5,0.0,0.0,3720,3752,1251326.1176470588,44071.64705882355,2337,0
3721,143.0,0.0,0.0,3721,3753,1243931.7058823528,630.2352941176505,220,0
3722,35.5,0.0,0.0,3722,3754,1252222.6470588236,35885.0588235294,1107,0
3723,67.5,0.0,0.0,3723,3755,1202426.6470588236,101875.88235294119,350,0
3724,40.0,-0.0033689999999999996,-0.00279,3724,3756,1268514.0588235294,228841.94117647057,63,0
3725,396.5,0.0,0.0,3725,3757,1247996.1764705882,-25985.705882352948,996,0
3726,332.5,0.0,0.0,3726,3758,1210451.3529411764,45468.64705882355,633,0
3727,9.5,0.0,0.0,3727,3759,1306915.3529411764,360597.2352941176,601,0
3728,1.0,0.0,0.0,3728,3760,1368736.0,272800.0,104,0
3729,7.0,0.0,0.0,3729,3761,1426369.411764706,177835.4705882353,50,0
3730,84.5,0.0,0.0,3730,3762,1253506.2352941176,-36715.64705882355,600,0
3731,183.0,-12.475806,-7.572581,3731,3763,1220067.294117647,64238.4705882353,107,0
3732,16.0,-2.8125,8.4375,3732,3764,1276305.4705882352,45831.17647058825,222,0
3733,928.0,-13.404020999999998,-4.787938,3733,3765,1296381.7647058824,141947.5294117647,697,0
3734,8.0,0.0,0.0,3734,3766,1279691.8823529412,216985.8235294118,306,0
3735,13.0,0.0,0.0,3735,3767,1280934.7647058824,135770.82352941175,49,0
3736,69.0,-0.0020350000000000004,-0.0020350000000000004,3736,3768,1298205.2352941176,40150.0588235294,100,0
3737,6.5,-0.000164,0.000271,3737,3769,1268530.1176470588,293019.0,20,0
3738,10.5,0.0,0.0,3738,3770,1297180.2941176472,197997.5882352941,62,0
3739,10.0,0.0,0.0,3739,3771,1320106.3529411764,269957.2352941176,493,0
3740,78.5,-9.857348,1.392652,3740,3772,1269609.4705882352,48681.882352941204,75,0
3741,77.0,0.0,0.0,3741,3773,1302651.2941176472,160422.82352941175,150,0
3742,0.0,0.0,0.0,3742,3774,1313678.7647058824,144091.17647058825,78,0
3743,18.5,-0.000148,0.000437,3743,3775,1282260.0,197270.8823529412,44,0
3744,130.5,-1e-06,-1e-06,3744,3776,1301349.7647058824,153935.64705882355,195,0
3745,1.0,0.0,0.0,3745,3777,1274865.2941176472,211799.2941176471,200,0
3746,49.5,-0.000463,-0.000463,3746,3778,1205932.3529411764,235576.1176470588,79,0
3747,9.0,0.0,0.0,3747,3779,1334973.8823529412,340213.4705882353,515,0
3748,49.0,-0.43938900000000003,0.578151,3748,3780,1326293.411764706,425765.58823529404,64,0
3749,2.0,0.0,0.0,3749,3781,1370278.411764706,454009.3529411765,877,0
3750,25.5,0.0,0.0,3750,3782,1290924.6470588236,281216.0,244,0
3751,190.0,0.0,0.0,3751,3783,1310788.3529411764,329500.8235294118,540,0
3752,181.5,-12.538355000000001,-7.3849350000000005,3752,3784,1293384.1176470588,12337.882352941204,40,0
3753,387.0,-2.096502,-2.096502,3753,3785,1306444.4705882352,264257.7058823529,404,0
3754,345.0,0.0,0.0,3754,3786,1278001.3529411764,330003.0588235294,713,0
3755,1170.0,-14.0625,-2.8125,3755,3787,1269421.9411764706,280727.0588235294,488,0
3756,1002.0,-14.0625,-2.8125,3756,3788,1298760.0588235294,270715.8823529412,267,0
3757,12.5,0.0,0.0,3757,3789,1198226.1176470588,89362.4117647059,122,0
3758,721.0,-14.0625,-2.8125,3758,3790,1267668.1764705882,245455.0,385,0
3759,145.5,-10.918196,-8.771051,3759,3791,1199422.4705882352,172094.0588235294,128,0
3760,772.0,-0.503051,-0.503051,3760,3792,1254752.7647058824,63043.35294117645,819,0
3761,28.5,-2.8125,8.4375,3761,3793,1266660.9411764706,70862.64705882355,447,0
3762,0.0,-2.8125,8.4375,3762,3794,1275394.0588235294,133131.5882352941,30,0
3763,75.5,0.0,0.0,3763,3795,1215186.4705882352,140775.76470588235,275,0
3764,0.0,-2.8125,8.4375,3764,3796,1281057.2352941176,124501.11764705881,37,0
3765,0.0,-2.8125,8.4375,3765,3797,1311912.7647058824,184996.4705882353,75,0
3766,33.5,-2.8125,8.4375,3766,3798,1275895.0,229120.4117647059,519,0
3767,0.0,-2.8125,8.4375,3767,3799,1294420.5294117648,279239.5882352941,186,0
3768,2000.0,-11.25,-11.25,3768,3800,1317372.1764705882,405129.8235294118,1614,0
3769,76.5,-5.748404,2.919968,3769,3801,1245620.1176470588,71379.8823529412,80,0
3770,2.0,-2.8125,8.4375,3770,3802,1327438.7058823528,211024.4705882353,38,0
3771,2.0,-2.8125,8.4375,3771,3803,1274482.0,180414.8823529412,50,0
3772,6065.5,-14.0625,-2.8125,3772,3804,1278502.6470588236,238944.76470588238,833,0
3773,61.0,0.0,0.0,3773,3805,1201916.4705882352,49872.4705882353,203,0
3774,439.0,-0.7606350000000001,-0.7606350000000001,3774,3806,1230177.0588235294,78942.17647058825,470,0
3775,862.5,-11.250072,-11.249786,3775,3807,1305436.2941176472,118838.70588235295,40,0
3776,97.5,-2.8125,8.4375,3776,3808,1341643.6470588236,374557.7647058824,377,0
3777,0.0,-2.8125,8.4375,3777,3809,1275196.2941176472,254679.0,48,0
3778,1.0,0.0,0.0,3778,3810,1312044.7647058824,331243.5882352941,55,0
3779,8.5,-2.8125,8.4375,3779,3811,1337977.2941176472,257876.05882352943,283,0
3780,1336.5,-11.25,-11.25,3780,3812,1420833.3529411762,175153.0,502,0
3781,1337.5,-14.055035,-2.834894,3781,3813,1346109.2941176472,237421.76470588238,443,0
3782,1355.5,-14.0625,-2.8125,3782,3814,1275637.7647058824,307054.0588235294,376,0
3783,809.0,-11.25,-11.25,3783,3815,1339254.6470588236,321710.5294117647,603,0
3784,0.0,-2.8125,8.4375,3784,3816,1255557.6470588236,215916.1764705882,75,0
3785,1313.0,-14.0618,-2.8146009999999997,3785,3817,1256821.2352941176,206579.76470588238,220,0
3786,633.0,-11.25,-11.25,3786,3818,1288414.7647058824,147974.35294117645,438,0
3787,40.0,0.0,0.0,3787,3819,1166012.5294117648,99036.0588235294,100,0
3788,1.0,-2.8125,8.4375,3788,3820,1306711.8823529412,316817.4117647059,55,0
3789,9.5,-2.8125,8.4375,3789,3821,1316132.3529411764,142759.23529411765,411,0
3790,2058.5,-11.25,-11.25,3790,3822,1219699.1176470588,83747.5294117647,1509,0
3791,1.0,-2.8125,8.4375,3791,3823,1291498.9411764706,319005.9411764706,68,0
3792,358.0,-0.357639,-0.357639,3792,3824,1244310.1176470588,89029.76470588235,393,0
3793,84.5,0.0,0.0,3793,3825,1274860.8823529412,30456.058823529398,397,0
3794,2.0,0.0,0.0,3794,3826,1372086.6470588236,315458.2941176471,48,0
3795,3.0,0.0,0.0,3795,3827,1299913.0588235294,295951.7647058824,230,0
3796,1876.0,-11.250002,-11.249994000000001,3796,3828,1267696.6470588236,292890.6470588235,880,0
3797,30.0,-11.845369999999999,-7.876082000000001,3797,3829,1226528.588235294,77868.35294117645,20,0
3798,59.5,0.0,0.0,3798,3830,1347019.2941176472,198774.4705882353,259,0
3799,187.0,-1.1e-05,-1.1e-05,3799,3831,1312017.3529411764,226575.1764705882,255,0
3800,1355.5,-1.369549,-1.369549,3800,3832,1339387.0,373332.8235294118,1398,0
3801,218.5,0.0,0.0,3801,3833,1316153.5294117648,233033.76470588238,410,0
3802,366.5,0.0,0.0,3802,3834,1295937.3529411764,259640.35294117648,667,0
3803,50.5,0.0,0.0,3803,3835,1264659.9411764706,258939.1764705882,104,0
3804,64.0,0.0,0.0,3804,3836,1312241.1764705882,249180.5294117647,202,0
3805,6.0,0.0,0.0,3805,3837,1278082.8235294118,125613.70588235295,57,0
3806,2.0,0.0,0.0,3806,3838,1203230.5294117648,102226.29411764703,58,0
3807,1.0,0.0,0.0,3807,3839,1249433.6470588236,73937.5882352941,25,0
3808,0.0,0.0,0.0,3808,3840,1287448.0588235294,88042.64705882355,147,0
3809,5.0,0.0,0.0,3809,3841,1308214.588235294,72489.8823529412,102,0
3810,118.5,0.0,0.0,3810,3842,1271328.2352941176,304045.2941176471,1190,0
3811,0.0,0.0,0.0,3811,3843,1511868.8823529412,258849.8823529412,105,0
3812,0.0,0.0,0.0,3812,3844,1275531.8823529412,311277.2941176471,318,0
3813,6.0,0.0,0.0,3813,3845,1311708.1764705882,197704.64705882352,151,0
3814,1.0,0.0,0.0,3814,3846,1279081.588235294,275088.0,80,0
3815,0.0,0.0,0.0,3815,3847,1356856.1176470588,272922.7058823529,138,0
3816,0.0,0.0,0.0,3816,3848,1319981.8823529412,242810.5882352941,96,0
3817,2.0,0.0,0.0,3817,3849,1277400.588235294,188603.5294117647,72,0
3818,0.0,0.0,0.0,3818,3850,1298433.1764705882,198277.0,65,0
3819,1.0,0.0,0.0,3819,3851,1318721.411764706,231686.05882352943,187,0
3820,103.0,0.0,0.0,3820,3852,1278487.0,203559.1176470588,364,0
3821,3.5,0.0,0.0,3821,3853,1296880.7647058824,275286.8235294118,68,0
3822,0.0,0.0,0.0,3822,3855,1266411.1176470588,232625.64705882352,109,0
3823,669.0,-14.0625,-2.8125,3823,3856,1289734.6470588236,111069.70588235297,202,0
3824,19.0,-2.8125,8.4375,3824,3857,1299272.7647058824,230614.5882352941,116,0
3825,12.0,-2.8125,8.4375,3825,3858,1339123.7058823528,376486.41176470596,64,0
3826,13.5,0.0,0.0,3826,3861,1306031.9411764706,315336.1176470588,172,0
3828,244.5,0.0,0.0,3828,3863,1304324.1764705882,337039.5882352941,389,0
3829,129.0,0.0,0.0,3829,3864,1328473.411764706,204408.1764705882,409,0
3830,160.5,0.0,0.0,3830,3865,1264975.411764706,259592.5882352941,302,0
3831,0.0,-2.8125,8.4375,3831,3866,1196093.6470588236,139673.17647058825,25,0
3832,2.0,0.0,0.0,3832,3867,1307081.2941176472,293671.0588235294,225,0
3833,0.0,0.0,0.0,3833,3868,1297180.0588235294,233616.64705882352,100,0
3834,0.0,0.0,0.0,3834,3870,1347843.6470588236,287051.4117647059,462,0
3835,1.0,-2.8125,8.4375,3835,3871,1198060.705882353,175967.1764705882,92,0
3836,0.0,-2.8125,8.4375,3836,3873,1213979.705882353,60196.23529411764,95,0
3837,545.0,0.0,0.0,3837,3874,1301849.2941176472,229583.1176470588,1022,0
3838,0.0,0.0,0.0,3838,3875,1311102.2352941176,325391.1764705882,356,0
3839,186.5,0.0,0.0,3839,3876,1336545.5294117648,397655.3529411765,662,0
3840,310.5,-0.085664,-0.063963,3840,3877,1303271.2941176472,91280.82352941176,354,0
3841,0.0,-2.8125,8.4375,3841,3878,1263089.588235294,14987.529411764699,33,0
3842,27.5,0.0,0.0,3842,3879,1351958.0,445192.8235294118,1010,0
3843,16.0,0.0,0.0,3843,3880,1185321.8823529412,191683.8823529412,207,0
3844,0.0,0.0,0.0,3844,3881,1314958.5294117648,250112.0,90,0
3845,11.0,0.0,0.0,3845,3882,1280873.3529411764,218615.35294117648,57,0
3846,3.0,0.0,0.0,3846,3883,1162626.294117647,83819.0,53,0
3847,0.0,0.0,0.0,3847,3884,1311349.0,223088.05882352943,210,0
3848,4.0,0.0,0.0,3848,3885,1315167.588235294,183846.7058823529,47,0
3849,34.0,0.0,0.0,3849,3886,1288065.6470588236,176174.0,566,0
3850,179.5,-0.021266999999999998,-0.021266999999999998,3850,3888,1187105.6470588236,150123.35294117645,219,0
3851,9.5,0.0,0.0,3851,3889,1286183.4705882352,62017.0,213,0
3852,2.5,0.0,0.0,3852,3890,1292419.0,70418.64705882355,74,0
3853,0.0,-2.8125,8.4375,3853,3891,1305139.4705882352,348796.2941176471,74,0
3854,0.5,-2.8125,8.4375,3854,3892,1307383.411764706,283452.1176470588,75,0
3855,802.5,-11.25,-11.25,3855,3893,1305747.0588235294,167741.35294117645,265,0
3856,1.0,-2.8125,8.4375,3856,3894,1236974.0588235294,50479.941176470595,150,0
3857,828.5,-14.0625,-2.8125,3857,3895,1319761.7647058824,171367.5294117647,170,0
3858,1.0,-2.8125,8.4375,3858,3896,1313325.5294117648,180606.4705882353,150,0
3859,4.5,-2.8125,8.4375,3859,3897,1269487.8823529412,59272.76470588236,125,0
3860,170.5,-13.952947,-3.141159,3860,3898,1301782.588235294,163718.4705882353,90,0
3861,2.0,-2.8125,8.4375,3861,3899,1251155.7058823528,26404.882352941208,75,0
3862,103.0,-11.091402,0.158598,3862,3900,1167473.0,244439.5882352941,96,0
3863,0.0,-2.8125,8.4375,3863,3901,1321842.411764706,382074.7647058824,61,0
