NODEID,PRLOAD0600,PRICE0600,DIFF0600,NodeID,ZoneID,XCoord,YCoord,Capacity,Cost
3719,686.0,-14.411689,-1.764935,3719,3751,1201161.3529411764,107910.76470588236,390,0
3720,1611.5,0.0,0.0,3720,3752,1251326.1176470588,44071.64705882355,2337,0
3721,99.0,0.0,0.0,3721,3753,1243931.7058823528,630.2352941176505,220,0
3722,36.0,0.0,0.0,3722,3754,1252222.6470588236,35885.0588235294,1107,0
3723,71.5,0.0,0.0,3723,3755,1202426.6470588236,101875.88235294119,350,0
3724,51.0,-0.611973,-0.136699,3724,3756,1268514.0588235294,228841.94117647057,63,0
3725,363.5,0.0,0.0,3725,3757,1247996.1764705882,-25985.705882352948,996,0
3726,343.5,0.0,0.0,3726,3758,1210451.3529411764,45468.64705882355,633,0
3727,8.0,0.0,0.0,3727,3759,1306915.3529411764,360597.2352941176,601,0
3728,2.0,0.0,0.0,3728,3760,1368736.0,272800.0,104,0
3729,57.0,-11.624493,-1.3012,3729,3761,1426369.411764706,177835.4705882353,50,0
3730,70.0,0.0,0.0,3730,3762,1253506.2352941176,-36715.64705882355,600,0
3731,93.5,-2.26598,3.365991,3731,3763,1220067.294117647,64238.4705882353,107,0
3732,10.0,-3.5685089999999997,10.705525999999999,3732,3764,1276305.4705882352,45831.17647058825,222,0
3733,1018.5,-14.999610999999998,-0.001168,3733,3765,1296381.7647058824,141947.5294117647,697,0
3734,6.0,0.0,0.0,3734,3766,1279691.8823529412,216985.8235294118,306,0
3735,17.0,-1e-06,3e-06,3735,3767,1280934.7647058824,135770.82352941175,49,0
3736,68.5,-0.001614,-0.001509,3736,3768,1298205.2352941176,40150.0588235294,100,0
3737,6.5,-0.002484,0.007233,3737,3769,1268530.1176470588,293019.0,20,0
3738,12.0,0.0,0.0,3738,3770,1297180.2941176472,197997.5882352941,62,0
3739,10.0,0.0,0.0,3739,3771,1320106.3529411764,269957.2352941176,493,0
3740,225.0,-14.778773999999999,-0.663679,3740,3772,1269609.4705882352,48681.882352941204,75,0
3741,70.0,0.0,0.0,3741,3773,1302651.2941176472,160422.82352941175,150,0
3742,0.0,0.0,0.0,3742,3774,1313678.7647058824,144091.17647058825,78,0
3743,19.5,-3.4e-05,7.900000000000001e-05,3743,3775,1282260.0,197270.8823529412,44,0
3744,131.0,-1e-06,0.0,3744,3776,1301349.7647058824,153935.64705882355,195,0
3745,1.0,0.0,0.0,3745,3777,1274865.2941176472,211799.2941176471,200,0
3746,48.5,-0.000239,-0.00023799999999999998,3746,3778,1205932.3529411764,235576.1176470588,79,0
3747,7.0,0.0,0.0,3747,3779,1334973.8823529412,340213.4705882353,515,0
3748,55.5,-1.4621870000000001,-0.797672,3748,3780,1326293.411764706,425765.58823529404,64,0
3749,2.0,0.0,0.0,3749,3781,1370278.411764706,454009.3529411765,877,0
3750,30.5,0.0,0.0,3750,3782,1290924.6470588236,281216.0,244,0
3751,264.5,0.0,0.0,3751,3783,1310788.3529411764,329500.8235294118,540,0
3752,70.5,-11.428216,-10.712846,3752,3784,1293384.1176470588,12337.882352941204,40,0
3753,376.0,-4.3357410000000005,9.762322,3753,3785,1306444.4705882352,264257.7058823529,404,0
3754,474.5,-0.001603,0.004808,3754,3786,1278001.3529411764,330003.0588235294,713,0
3755,1.0,-3.69484,11.084519,3755,3787,1269421.9411764706,280727.0588235294,488,0
3756,648.0,-11.429215,-10.712357,3756,3788,1298760.0588235294,270715.8823529412,267,0
3757,22.0,0.0,0.0,3757,3789,1198226.1176470588,89362.4117647059,122,0
3758,45.0,-0.717545,2.152634,3758,3790,1267668.1764705882,245455.0,385,0
3759,148.5,-14.15659,-0.377929,3759,3791,1199422.4705882352,172094.0588235294,128,0
3760,476.0,-0.011609999999999999,0.03483,3760,3792,1254752.7647058824,63043.35294117645,819,0
3761,24.0,-2.857132,8.571396,3761,3793,1266660.9411764706,70862.64705882355,447,0
3762,17.5,-3.024969,8.974848,3762,3794,1275394.0588235294,133131.5882352941,30,0
3763,110.5,0.0,0.0,3763,3795,1215186.4705882352,140775.76470588235,275,0
3764,0.0,-2.91972,8.759159,3764,3796,1281057.2352941176,124501.11764705881,37,0
3765,663.0,-14.249954,-2.250137,3765,3797,1311912.7647058824,184996.4705882353,75,0
3766,0.0,-2.857132,8.571396,3766,3798,1275895.0,229120.4117647059,519,0
3767,2161.0,-14.249954,-2.250137,3767,3799,1294420.5294117648,279239.5882352941,186,0
3768,1590.5,-3.964843,-0.38016,3768,3800,1317372.1764705882,405129.8235294118,1614,0
3769,79.5,-7.308896000000001,1.764647,3769,3801,1245620.1176470588,71379.8823529412,80,0
3770,1.0,-2.9999540000000002,8.999863000000001,3770,3802,1327438.7058823528,211024.4705882353,38,0
3771,13.0,-2.9999540000000002,8.999863000000001,3771,3803,1274482.0,180414.8823529412,50,0
3772,5341.0,-11.429215,-10.712357,3772,3804,1278502.6470588236,238944.76470588238,833,0
3773,106.0,-0.00011200000000000001,0.000334,3773,3805,1201916.4705882352,49872.4705882353,203,0
3774,474.5,-6.627350999999999,-5.7652980000000005,3774,3806,1230177.0588235294,78942.17647058825,470,0
3775,339.5,-11.428528,-10.714416,3775,3807,1305436.2941176472,118838.70588235295,40,0
3776,40.5,-2.858101,8.574303,3776,3808,1341643.6470588236,374557.7647058824,377,0
3777,78.0,-12.138582000000001,-8.576309,3777,3809,1275196.2941176472,254679.0,48,0
3778,1.0,0.0,0.0,3778,3810,1312044.7647058824,331243.5882352941,55,0
3779,6.0,-3.344532,10.033595,3779,3811,1337977.2941176472,257876.05882352943,283,0
3780,156.5,-0.881653,2.6449580000000004,3780,3812,1420833.3529411762,175153.0,502,0
3781,1417.0,-14.438543,-1.6843700000000001,3781,3813,1346109.2941176472,237421.76470588238,443,0
3782,1594.5,-11.429215,-10.712357,3782,3814,1275637.7647058824,307054.0588235294,376,0
3783,629.5,-13.312616,1.6835349999999998,3783,3815,1339254.6470588236,321710.5294117647,603,0
3784,11.0,-0.9268120000000001,2.7804349999999998,3784,3816,1255557.6470588236,215916.1764705882,75,0
3785,951.5,-11.429214,-10.712357,3785,3817,1256821.2352941176,206579.76470588238,220,0
3786,1133.0,-13.998163,-3.005512,3786,3818,1288414.7647058824,147974.35294117645,438,0
3787,50.5,0.0,0.0,3787,3819,1166012.5294117648,99036.0588235294,100,0
3788,3.0,-2.9999540000000002,8.999863000000001,3788,3820,1306711.8823529412,316817.4117647059,55,0
3789,5.0,-3.571243,10.71373,3789,3821,1316132.3529411764,142759.23529411765,411,0
3790,1693.5,-14.967274,-0.09806000000000001,3790,3822,1219699.1176470588,83747.5294117647,1509,0
3791,118.0,-12.140575,-8.578258,3791,3823,1291498.9411764706,319005.9411764706,68,0
3792,209.0,-0.7123079999999999,2.136923,3792,3824,1244310.1176470588,89029.76470588235,393,0
3793,50.0,0.0,0.0,3793,3825,1274860.8823529412,30456.058823529398,397,0
3794,2.0,0.0,0.0,3794,3826,1372086.6470588236,315458.2941176471,48,0
3795,8.5,0.0,0.0,3795,3827,1299913.0588235294,295951.7647058824,230,0
3796,66.5,-0.9255979999999999,2.776795,3796,3828,1267696.6470588236,292890.6470588235,880,0
3797,21.0,-8.185345,0.749881,3797,3829,1226528.588235294,77868.35294117645,20,0
3798,156.5,-1.1e-05,3.3e-05,3798,3830,1347019.2941176472,198774.4705882353,259,0
3799,217.5,-0.29742199999999996,0.62641,3799,3831,1312017.3529411764,226575.1764705882,255,0
3800,1389.0,-4.6435319999999995,-3.969825,3800,3832,1339387.0,373332.8235294118,1398,0
3801,228.5,-0.291501,0.874502,3801,3833,1316153.5294117648,233033.76470588238,410,0
3802,467.0,-3.8e-05,0.00011200000000000001,3802,3834,1295937.3529411764,259640.35294117648,667,0
3803,57.0,0.0,0.0,3803,3835,1264659.9411764706,258939.1764705882,104,0
3804,72.0,0.0,0.0,3804,3836,1312241.1764705882,249180.5294117647,202,0
3805,7.0,0.0,0.0,3805,3837,1278082.8235294118,125613.70588235295,57,0
3806,3.0,0.0,0.0,3806,3838,1203230.5294117648,102226.29411764703,58,0
3807,1.0,0.0,0.0,3807,3839,1249433.6470588236,73937.5882352941,25,0
3808,0.0,0.0,0.0,3808,3840,1287448.0588235294,88042.64705882355,147,0
3809,6.0,0.0,0.0,3809,3841,1308214.588235294,72489.8823529412,102,0
3810,470.0,0.0,0.0,3810,3842,1271328.2352941176,304045.2941176471,1190,0
3811,0.0,0.0,0.0,3811,3843,1511868.8823529412,258849.8823529412,105,0
3812,0.0,0.0,0.0,3812,3844,1275531.8823529412,311277.2941176471,318,0
3813,6.0,0.0,0.0,3813,3845,1311708.1764705882,197704.64705882352,151,0
3814,1.0,0.0,0.0,3814,3846,1279081.588235294,275088.0,80,0
3815,0.0,0.0,0.0,3815,3847,1356856.1176470588,272922.7058823529,138,0
3816,0.0,0.0,0.0,3816,3848,1319981.8823529412,242810.5882352941,96,0
3817,2.0,0.0,0.0,3817,3849,1277400.588235294,188603.5294117647,72,0
3818,0.0,0.0,0.0,3818,3850,1298433.1764705882,198277.0,65,0
3819,2.0,0.0,0.0,3819,3851,1318721.411764706,231686.05882352943,187,0
3820,233.5,-0.70711,2.12133,3820,3852,1278487.0,203559.1176470588,364,0
3821,4.5,0.0,0.0,3821,3853,1296880.7647058824,275286.8235294118,68,0
3822,0.0,0.0,0.0,3822,3855,1266411.1176470588,232625.64705882352,109,0
3823,839.5,-11.429215,-10.712357,3823,3856,1289734.6470588236,111069.70588235297,202,0
3824,0.0,-2.857132,8.571396,3824,3857,1299272.7647058824,230614.5882352941,116,0
3825,63.5,-8.259841,4.892405999999999,3825,3858,1339123.7058823528,376486.41176470596,64,0
3826,20.5,0.0,0.0,3826,3861,1306031.9411764706,315336.1176470588,172,0
3828,264.5,0.0,0.0,3828,3863,1304324.1764705882,337039.5882352941,389,0
3829,156.0,0.0,0.0,3829,3864,1328473.411764706,204408.1764705882,409,0
3830,316.5,-9.097344,-7.956746000000001,3830,3865,1264975.411764706,259592.5882352941,302,0
3831,0.0,-2.874886,8.624657000000001,3831,3866,1196093.6470588236,139673.17647058825,25,0
3832,3.0,0.0,0.0,3832,3867,1307081.2941176472,293671.0588235294,225,0
3833,0.0,0.0,0.0,3833,3868,1297180.0588235294,233616.64705882352,100,0
3834,0.0,0.0,0.0,3834,3870,1347843.6470588236,287051.4117647059,462,0
3835,211.0,-14.281262,-2.156213,3835,3871,1198060.705882353,175967.1764705882,92,0
3836,4.5,-2.857132,8.571396,3836,3873,1213979.705882353,60196.23529411764,95,0
3837,822.0,-0.010987,0.032958999999999995,3837,3874,1301849.2941176472,229583.1176470588,1022,0
3838,0.0,0.0,0.0,3838,3875,1311102.2352941176,325391.1764705882,356,0
3839,315.0,0.0,0.0,3839,3876,1336545.5294117648,397655.3529411765,662,0
3840,330.0,-1.089322,-0.776183,3840,3877,1303271.2941176472,91280.82352941176,354,0
3841,32.5,-4.9328389999999995,-4.0694870000000005,3841,3878,1263089.588235294,14987.529411764699,33,0
3842,37.0,0.0,0.0,3842,3879,1351958.0,445192.8235294118,1010,0
3843,18.0,0.0,0.0,3843,3880,1185321.8823529412,191683.8823529412,207,0
3844,0.0,0.0,0.0,3844,3881,1314958.5294117648,250112.0,90,0
3845,12.0,0.0,0.0,3845,3882,1280873.3529411764,218615.35294117648,57,0
3846,2.0,0.0,0.0,3846,3883,1162626.294117647,83819.0,53,0
3847,0.0,0.0,0.0,3847,3884,1311349.0,223088.05882352943,210,0
3848,4.0,0.0,0.0,3848,3885,1315167.588235294,183846.7058823529,47,0
3849,36.0,0.0,0.0,3849,3886,1288065.6470588236,176174.0,566,0
3850,182.0,-0.04097,-0.031439,3850,3888,1187105.6470588236,150123.35294117645,219,0
3851,11.5,0.0,0.0,3851,3889,1286183.4705882352,62017.0,213,0
3852,2.5,0.0,0.0,3852,3890,1292419.0,70418.64705882355,74,0
3853,7.0,-2.857132,8.571396,3853,3891,1305139.4705882352,348796.2941176471,74,0
3854,0.0,-2.857132,8.571396,3854,3892,1307383.411764706,283452.1176470588,75,0
3855,3.5,-0.8734870000000001,2.620462,3855,3893,1305747.0588235294,167741.35294117645,265,0
3856,2.0,-3.110329,9.330988,3856,3894,1236974.0588235294,50479.941176470595,150,0
3857,702.0,-11.429215,-10.712357,3857,3895,1319761.7647058824,171367.5294117647,170,0
3858,251.0,-12.008742999999999,-8.97377,3858,3896,1313325.5294117648,180606.4705882353,150,0
3859,1176.5,-12.000893,-8.997322,3859,3897,1269487.8823529412,59272.76470588236,125,0
3860,131.5,-14.825312,-0.520464,3860,3898,1301782.588235294,163718.4705882353,90,0
3861,240.0,-14.810075,-0.569774,3861,3899,1251155.7058823528,26404.882352941208,75,0
3862,105.0,-9.6947,-6.6997919999999995,3862,3900,1167473.0,244439.5882352941,96,0
3863,2.0,-3.085534,9.256601,3863,3901,1321842.411764706,382074.7647058824,61,0
3864,76.5,-11.823236,-9.33986,3864,3902,1196236.0,213844.2941176471,54,0
3865,26.5,-0.028225999999999998,0.084508,3865,3903,1267223.1764705882,99258.76470588236,52,0
3866,30.0,-3.008184,9.01114,3866,3904,1404023.588235294,172465.4705882353,50,0
3867,103.5,-14.204026999999998,-2.3879200000000003,3867,3905,1265069.4705882352,197079.23529411762,49,0
3868,55.5,-10.889375,-7.327058999999999,3868,3906,1272837.5294117648,231587.05882352943,46,0
3869,286.5,0.0,0.0,3869,3907,1231364.8235294118,288710.4117647059,1160,0
3870,7.5,-2.857532,8.572595,3870,3951,1185406.8235294118,212942.5882352941,54,0
